,Company,Year,Quarter,OCI L4,OCI L5,Value
28,Petline Insurance Company,2018,Q2,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Petline Insurance Company,2018,Q2,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Petline Insurance Company,2018,Q2,Other,Other,0
0,Petline Insurance Company,2018,Q3,0,Net Income,2117
1,Petline Insurance Company,2018,Q3,FVOCI, Loans,0
2,Petline Insurance Company,2018,Q3,FVOCI, Bonds and Debentures,88
3,Petline Insurance Company,2018,Q3,FVOCI, Equities (IAS 39),0
4,Petline Insurance Company,2018,Q3,FVOCI,Reclassification of (Gains) Losses to Net Income,37
5,Petline Insurance Company,2018,Q3,Overlay Approach,Unrealized Gains and Losses,0
6,Petline Insurance Company,2018,Q3,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Petline Insurance Company,2018,Q3,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Petline Insurance Company,2018,Q3,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Petline Insurance Company,2018,Q3,FX Translation,Change in Unrealized Gains and Losses,0
10,Petline Insurance Company,2018,Q3,FX Translation,Impact of Hedging,0
11,Petline Insurance Company,2018,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
12,Petline Insurance Company,2018,Q3,Other,Other,0
13,Petline Insurance Company,2018,Q3,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,51
14,Petline Insurance Company,2018,Q3,Revaluation Surplus, Equities (IFRS 9),0
15,Petline Insurance Company,2018,Q3,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Petline Insurance Company,2018,Q3,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Petline Insurance Company,2018,Q3,Other,Remeasurements of Defined Benefit Plans,0
18,Petline Insurance Company,2018,Q3,N/A,Other,0
19,Petline Insurance Company,2018,Q3,N/A,Equity Holders,2066
20,Petline Insurance Company,2018,Q3,FVOCI, Loans,0
21,Petline Insurance Company,2018,Q3,FVOCI, Bonds and Debentures,296
22,Petline Insurance Company,2018,Q3,FVOCI, Equities (IAS 39),0
23,Petline Insurance Company,2018,Q3,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Petline Insurance Company,2018,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
25,Petline Insurance Company,2018,Q3,Other,Other,0
26,Petline Insurance Company,2018,Q3,FVOCI, Equities (IFRS 9),0
27,Petline Insurance Company,2018,Q3,Revaluation Surplus,Revaluation Surplus,0
28,Petline Insurance Company,2018,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Petline Insurance Company,2018,Q3,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Petline Insurance Company,2018,Q3,Other,Other,0
0,Petline Insurance Company,2018,Q4,0,Net Income,1225
1,Petline Insurance Company,2018,Q4,FVOCI, Loans,0
2,Petline Insurance Company,2018,Q4,FVOCI, Bonds and Debentures,-48
3,Petline Insurance Company,2018,Q4,FVOCI, Equities (IAS 39),0
4,Petline Insurance Company,2018,Q4,FVOCI,Reclassification of (Gains) Losses to Net Income,-1
5,Petline Insurance Company,2018,Q4,Overlay Approach,Unrealized Gains and Losses,0
6,Petline Insurance Company,2018,Q4,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Petline Insurance Company,2018,Q4,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Petline Insurance Company,2018,Q4,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Petline Insurance Company,2018,Q4,FX Translation,Change in Unrealized Gains and Losses,0
10,Petline Insurance Company,2018,Q4,FX Translation,Impact of Hedging,0
11,Petline Insurance Company,2018,Q4,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
12,Petline Insurance Company,2018,Q4,Other,Other,0
13,Petline Insurance Company,2018,Q4,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,25
14,Petline Insurance Company,2018,Q4,Revaluation Surplus, Equities (IFRS 9),0
15,Petline Insurance Company,2018,Q4,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Petline Insurance Company,2018,Q4,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Petline Insurance Company,2018,Q4,Other,Remeasurements of Defined Benefit Plans,0
18,Petline Insurance Company,2018,Q4,N/A,Other,0
19,Petline Insurance Company,2018,Q4,N/A,Equity Holders,1352
20,Petline Insurance Company,2018,Q4,FVOCI, Loans,0
21,Petline Insurance Company,2018,Q4,FVOCI, Bonds and Debentures,-127
22,Petline Insurance Company,2018,Q4,FVOCI, Equities (IAS 39),0
23,Petline Insurance Company,2018,Q4,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Petline Insurance Company,2018,Q4,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
25,Petline Insurance Company,2018,Q4,Other,Other,0
26,Petline Insurance Company,2018,Q4,FVOCI, Equities (IFRS 9),0
27,Petline Insurance Company,2018,Q4,Revaluation Surplus,Revaluation Surplus,0
28,Petline Insurance Company,2018,Q4,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Petline Insurance Company,2018,Q4,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Petline Insurance Company,2018,Q4,Other,Other,0
0,Pilot Insurance Company,2020,Q1,0,Net Income,1506
1,Pilot Insurance Company,2020,Q1,FVOCI, Loans,0
2,Pilot Insurance Company,2020,Q1,FVOCI, Bonds and Debentures,29
3,Pilot Insurance Company,2020,Q1,FVOCI, Equities (IAS 39),223
4,Pilot Insurance Company,2020,Q1,FVOCI,Reclassification of (Gains) Losses to Net Income,0
5,Pilot Insurance Company,2020,Q1,Overlay Approach,Unrealized Gains and Losses,0
6,Pilot Insurance Company,2020,Q1,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Pilot Insurance Company,2020,Q1,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Pilot Insurance Company,2020,Q1,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Pilot Insurance Company,2020,Q1,FX Translation,Change in Unrealized Gains and Losses,0
10,Pilot Insurance Company,2020,Q1,FX Translation,Impact of Hedging,0
11,Pilot Insurance Company,2020,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",740
12,Pilot Insurance Company,2020,Q1,Other,Other,0
13,Pilot Insurance Company,2020,Q1,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,546
14,Pilot Insurance Company,2020,Q1,Revaluation Surplus, Equities (IFRS 9),0
15,Pilot Insurance Company,2020,Q1,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Pilot Insurance Company,2020,Q1,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Pilot Insurance Company,2020,Q1,Other,Remeasurements of Defined Benefit Plans,0
18,Pilot Insurance Company,2020,Q1,N/A,Other,0
19,Pilot Insurance Company,2020,Q1,N/A,Equity Holders,2052
20,Pilot Insurance Company,2020,Q1,FVOCI, Loans,0
21,Pilot Insurance Company,2020,Q1,FVOCI, Bonds and Debentures,33
22,Pilot Insurance Company,2020,Q1,FVOCI, Equities (IAS 39),46
23,Pilot Insurance Company,2020,Q1,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Pilot Insurance Company,2020,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",64
25,Pilot Insurance Company,2020,Q1,Other,Other,0
26,Pilot Insurance Company,2020,Q1,FVOCI, Equities (IFRS 9),0
27,Pilot Insurance Company,2020,Q1,Revaluation Surplus,Revaluation Surplus,0
28,Pilot Insurance Company,2020,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Pilot Insurance Company,2020,Q1,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Pilot Insurance Company,2020,Q1,Other,Other,0
0,Pilot Insurance Company,2020,Q2,0,Net Income,-7
1,Pilot Insurance Company,2020,Q2,FVOCI, Loans,0
2,Pilot Insurance Company,2020,Q2,FVOCI, Bonds and Debentures,144
3,Pilot Insurance Company,2020,Q2,FVOCI, Equities (IAS 39),-179
4,Pilot Insurance Company,2020,Q2,FVOCI,Reclassification of (Gains) Losses to Net Income,26
5,Pilot Insurance Company,2020,Q2,Overlay Approach,Unrealized Gains and Losses,0
6,Pilot Insurance Company,2020,Q2,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Pilot Insurance Company,2020,Q2,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Pilot Insurance Company,2020,Q2,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Pilot Insurance Company,2020,Q2,FX Translation,Change in Unrealized Gains and Losses,0
10,Pilot Insurance Company,2020,Q2,FX Translation,Impact of Hedging,0
11,Pilot Insurance Company,2020,Q2,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",-154
12,Pilot Insurance Company,2020,Q2,Other,Other,0
13,Pilot Insurance Company,2020,Q2,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,-115
14,Pilot Insurance Company,2020,Q2,Revaluation Surplus, Equities (IFRS 9),0
15,Pilot Insurance Company,2020,Q2,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Pilot Insurance Company,2020,Q2,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Pilot Insurance Company,2020,Q2,Other,Remeasurements of Defined Benefit Plans,0
18,Pilot Insurance Company,2020,Q2,N/A,Other,0
19,Pilot Insurance Company,2020,Q2,N/A,Equity Holders,-122
20,Pilot Insurance Company,2020,Q2,FVOCI, Loans,0
21,Pilot Insurance Company,2020,Q2,FVOCI, Bonds and Debentures,311
22,Pilot Insurance Company,2020,Q2,FVOCI, Equities (IAS 39),-28
23,Pilot Insurance Company,2020,Q2,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Pilot Insurance Company,2020,Q2,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",1326
25,Pilot Insurance Company,2020,Q2,Other,Other,0
26,Pilot Insurance Company,2020,Q2,FVOCI, Equities (IFRS 9),0
27,Pilot Insurance Company,2020,Q2,Revaluation Surplus,Revaluation Surplus,0
28,Pilot Insurance Company,2020,Q2,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Pilot Insurance Company,2020,Q2,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Pilot Insurance Company,2020,Q2,Other,Other,0
0,Pilot Insurance Company,2020,Q3,0,Net Income,2930
1,Pilot Insurance Company,2020,Q3,FVOCI, Loans,0
2,Pilot Insurance Company,2020,Q3,FVOCI, Bonds and Debentures,-5
3,Pilot Insurance Company,2020,Q3,FVOCI, Equities (IAS 39),214
4,Pilot Insurance Company,2020,Q3,FVOCI,Reclassification of (Gains) Losses to Net Income,15
5,Pilot Insurance Company,2020,Q3,Overlay Approach,Unrealized Gains and Losses,0
6,Pilot Insurance Company,2020,Q3,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Pilot Insurance Company,2020,Q3,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Pilot Insurance Company,2020,Q3,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Pilot Insurance Company,2020,Q3,FX Translation,Change in Unrealized Gains and Losses,0
10,Pilot Insurance Company,2020,Q3,FX Translation,Impact of Hedging,0
11,Pilot Insurance Company,2020,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",974
12,Pilot Insurance Company,2020,Q3,Other,Other,0
13,Pilot Insurance Company,2020,Q3,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,720
14,Pilot Insurance Company,2020,Q3,Revaluation Surplus, Equities (IFRS 9),0
15,Pilot Insurance Company,2020,Q3,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Pilot Insurance Company,2020,Q3,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Pilot Insurance Company,2020,Q3,Other,Remeasurements of Defined Benefit Plans,0
18,Pilot Insurance Company,2020,Q3,N/A,Other,0
19,Pilot Insurance Company,2020,Q3,N/A,Equity Holders,3650
20,Pilot Insurance Company,2020,Q3,FVOCI, Loans,0
21,Pilot Insurance Company,2020,Q3,FVOCI, Bonds and Debentures,17
22,Pilot Insurance Company,2020,Q3,FVOCI, Equities (IAS 39),122
23,Pilot Insurance Company,2020,Q3,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Pilot Insurance Company,2020,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",298
25,Pilot Insurance Company,2020,Q3,Other,Other,0
26,Pilot Insurance Company,2020,Q3,FVOCI, Equities (IFRS 9),0
27,Pilot Insurance Company,2020,Q3,Revaluation Surplus,Revaluation Surplus,0
28,Pilot Insurance Company,2020,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Pilot Insurance Company,2020,Q3,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Pilot Insurance Company,2020,Q3,Other,Other,0
0,Pilot Insurance Company,2019,Q1,0,Net Income,1105
1,Pilot Insurance Company,2019,Q1,FVOCI, Loans,0
2,Pilot Insurance Company,2019,Q1,FVOCI, Bonds and Debentures,130
3,Pilot Insurance Company,2019,Q1,FVOCI, Equities (IAS 39),17
4,Pilot Insurance Company,2019,Q1,FVOCI,Reclassification of (Gains) Losses to Net Income,4
5,Pilot Insurance Company,2019,Q1,Overlay Approach,Unrealized Gains and Losses,0
6,Pilot Insurance Company,2019,Q1,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Pilot Insurance Company,2019,Q1,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Pilot Insurance Company,2019,Q1,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Pilot Insurance Company,2019,Q1,FX Translation,Change in Unrealized Gains and Losses,0
10,Pilot Insurance Company,2019,Q1,FX Translation,Impact of Hedging,0
11,Pilot Insurance Company,2019,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",624
12,Pilot Insurance Company,2019,Q1,Other,Other,0
13,Pilot Insurance Company,2019,Q1,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,507
14,Pilot Insurance Company,2019,Q1,Revaluation Surplus, Equities (IFRS 9),0
15,Pilot Insurance Company,2019,Q1,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Pilot Insurance Company,2019,Q1,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Pilot Insurance Company,2019,Q1,Other,Remeasurements of Defined Benefit Plans,0
18,Pilot Insurance Company,2019,Q1,N/A,Other,0
19,Pilot Insurance Company,2019,Q1,N/A,Equity Holders,598
20,Pilot Insurance Company,2019,Q1,FVOCI, Loans,0
21,Pilot Insurance Company,2019,Q1,FVOCI, Bonds and Debentures,41
22,Pilot Insurance Company,2019,Q1,FVOCI, Equities (IAS 39),44
23,Pilot Insurance Company,2019,Q1,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Pilot Insurance Company,2019,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",506
25,Pilot Insurance Company,2019,Q1,Other,Other,0
26,Pilot Insurance Company,2019,Q1,FVOCI, Equities (IFRS 9),0
27,Pilot Insurance Company,2019,Q1,Revaluation Surplus,Revaluation Surplus,0
28,Pilot Insurance Company,2019,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Pilot Insurance Company,2019,Q1,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Pilot Insurance Company,2019,Q1,Other,Other,0
0,Pilot Insurance Company,2019,Q2,0,Net Income,270
1,Pilot Insurance Company,2019,Q2,FVOCI, Loans,0
2,Pilot Insurance Company,2019,Q2,FVOCI, Bonds and Debentures,55
3,Pilot Insurance Company,2019,Q2,FVOCI, Equities (IAS 39),60
4,Pilot Insurance Company,2019,Q2,FVOCI,Reclassification of (Gains) Losses to Net Income,72
5,Pilot Insurance Company,2019,Q2,Overlay Approach,Unrealized Gains and Losses,0
6,Pilot Insurance Company,2019,Q2,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Pilot Insurance Company,2019,Q2,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Pilot Insurance Company,2019,Q2,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Pilot Insurance Company,2019,Q2,FX Translation,Change in Unrealized Gains and Losses,0
