,Company,Year,Quarter,SOI L1,SOI L2,SOI L3,Value
9,Green Shield Canada,2019,Q2,Revenue,Acquisition Expenses,Ceded Commissions,0
10,Green Shield Canada,2019,Q2,Cost,Acquisition Expenses,Taxes,2573
11,Green Shield Canada,2019,Q2,Cost,Acquisition Expenses,Other ,0
12,Green Shield Canada,2019,Q2,Cost,General Expenses,General Expenses ,14771
13,Green Shield Canada,2019,Q2,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Green Shield Canada,2019,Q2,Investment Income,Investment Operations,Income,4118
15,Green Shield Canada,2019,Q2,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Green Shield Canada,2019,Q2,Investment Income,Investment Operations,Realized Gains (Losses),10720
17,Green Shield Canada,2019,Q2,Investment Costs,Investment Operations,Expenses,530
18,Green Shield Canada,2019,Q2,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,1485
19,Green Shield Canada,2019,Q2,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Green Shield Canada,2019,Q2,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Green Shield Canada,2019,Q2,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Green Shield Canada,2019,Q2,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,0
23,Green Shield Canada,2019,Q2,Other Revenue,Other Revenue/Expenses,Other Revenues,0
24,Green Shield Canada,2019,Q2,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Green Shield Canada,2019,Q2,Other Costs,Other Revenue/Expenses,Other Expenses,0
26,Green Shield Canada,2019,Q2,Tax,Tax,Current,0
27,Green Shield Canada,2019,Q2,Tax,Tax,Deferred,0
28,Green Shield Canada,2019,Q2,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Green Shield Canada,2019,Q2,Equity Holders,Equity Breakdown,Equity Holders,16017
0,Green Shield Canada,2019,Q3,Revenue,Premiums Written,Direct,301321
1,Green Shield Canada,2019,Q3,Revenue,Premiums Written,Reinsurance Assumed,0
2,Green Shield Canada,2019,Q3,Cost,Premiums Written,Reinsurance Ceded,8756
3,Green Shield Canada,2019,Q3,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,0
4,Green Shield Canada,2019,Q3,Revenue,Net Premiums Earned,Service Charges ,0
5,Green Shield Canada,2019,Q3,Revenue,Net Premiums Earned,Other ,4921
6,Green Shield Canada,2019,Q3,Cost,Gross Claims,Gross Claims and Adjustment Expenses,244025
7,Green Shield Canada,2019,Q3,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,7821
8,Green Shield Canada,2019,Q3,Cost,Acquisition Expenses,Gross Commissions,7895
9,Green Shield Canada,2019,Q3,Revenue,Acquisition Expenses,Ceded Commissions,0
10,Green Shield Canada,2019,Q3,Cost,Acquisition Expenses,Taxes,5083
11,Green Shield Canada,2019,Q3,Cost,Acquisition Expenses,Other ,0
12,Green Shield Canada,2019,Q3,Cost,General Expenses,General Expenses ,32229
13,Green Shield Canada,2019,Q3,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Green Shield Canada,2019,Q3,Investment Income,Investment Operations,Income,8794
15,Green Shield Canada,2019,Q3,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Green Shield Canada,2019,Q3,Investment Income,Investment Operations,Realized Gains (Losses),34479
17,Green Shield Canada,2019,Q3,Investment Costs,Investment Operations,Expenses,1195
18,Green Shield Canada,2019,Q3,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,2912
19,Green Shield Canada,2019,Q3,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Green Shield Canada,2019,Q3,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Green Shield Canada,2019,Q3,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Green Shield Canada,2019,Q3,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,0
23,Green Shield Canada,2019,Q3,Other Revenue,Other Revenue/Expenses,Other Revenues,0
24,Green Shield Canada,2019,Q3,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Green Shield Canada,2019,Q3,Other Costs,Other Revenue/Expenses,Other Expenses,0
26,Green Shield Canada,2019,Q3,Tax,Tax,Current,0
27,Green Shield Canada,2019,Q3,Tax,Tax,Deferred,0
28,Green Shield Canada,2019,Q3,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Green Shield Canada,2019,Q3,Equity Holders,Equity Breakdown,Equity Holders,45399
0,Green Shield Canada,2019,Q4,Revenue,Premiums Written,Direct,310216
1,Green Shield Canada,2019,Q4,Revenue,Premiums Written,Reinsurance Assumed,0
2,Green Shield Canada,2019,Q4,Cost,Premiums Written,Reinsurance Ceded,8819
3,Green Shield Canada,2019,Q4,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,0
4,Green Shield Canada,2019,Q4,Revenue,Net Premiums Earned,Service Charges ,0
5,Green Shield Canada,2019,Q4,Revenue,Net Premiums Earned,Other ,4735
6,Green Shield Canada,2019,Q4,Cost,Gross Claims,Gross Claims and Adjustment Expenses,254559
7,Green Shield Canada,2019,Q4,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,7600
8,Green Shield Canada,2019,Q4,Cost,Acquisition Expenses,Gross Commissions,7166
9,Green Shield Canada,2019,Q4,Revenue,Acquisition Expenses,Ceded Commissions,0
10,Green Shield Canada,2019,Q4,Cost,Acquisition Expenses,Taxes,5215
11,Green Shield Canada,2019,Q4,Cost,Acquisition Expenses,Other ,0
12,Green Shield Canada,2019,Q4,Cost,General Expenses,General Expenses ,29570
13,Green Shield Canada,2019,Q4,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Green Shield Canada,2019,Q4,Investment Income,Investment Operations,Income,9623
15,Green Shield Canada,2019,Q4,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Green Shield Canada,2019,Q4,Investment Income,Investment Operations,Realized Gains (Losses),17709
17,Green Shield Canada,2019,Q4,Investment Costs,Investment Operations,Expenses,1438
18,Green Shield Canada,2019,Q4,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,7892
19,Green Shield Canada,2019,Q4,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Green Shield Canada,2019,Q4,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Green Shield Canada,2019,Q4,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Green Shield Canada,2019,Q4,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,0
23,Green Shield Canada,2019,Q4,Other Revenue,Other Revenue/Expenses,Other Revenues,0
24,Green Shield Canada,2019,Q4,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Green Shield Canada,2019,Q4,Other Costs,Other Revenue/Expenses,Other Expenses,0
26,Green Shield Canada,2019,Q4,Tax,Tax,Current,0
27,Green Shield Canada,2019,Q4,Tax,Tax,Deferred,0
28,Green Shield Canada,2019,Q4,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Green Shield Canada,2019,Q4,Equity Holders,Equity Breakdown,Equity Holders,25754
0,Green Shield Canada,2018,Q1,Revenue,Premiums Written,Direct,138866
1,Green Shield Canada,2018,Q1,Revenue,Premiums Written,Reinsurance Assumed,0
2,Green Shield Canada,2018,Q1,Cost,Premiums Written,Reinsurance Ceded,3742
3,Green Shield Canada,2018,Q1,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,0
4,Green Shield Canada,2018,Q1,Revenue,Net Premiums Earned,Service Charges ,0
5,Green Shield Canada,2018,Q1,Revenue,Net Premiums Earned,Other ,2389
6,Green Shield Canada,2018,Q1,Cost,Gross Claims,Gross Claims and Adjustment Expenses,125576
7,Green Shield Canada,2018,Q1,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,6495
8,Green Shield Canada,2018,Q1,Cost,Acquisition Expenses,Gross Commissions,3990
9,Green Shield Canada,2018,Q1,Revenue,Acquisition Expenses,Ceded Commissions,0
10,Green Shield Canada,2018,Q1,Cost,Acquisition Expenses,Taxes,2505
11,Green Shield Canada,2018,Q1,Cost,Acquisition Expenses,Other ,0
12,Green Shield Canada,2018,Q1,Cost,General Expenses,General Expenses ,15428
13,Green Shield Canada,2018,Q1,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Green Shield Canada,2018,Q1,Investment Income,Investment Operations,Income,2696
15,Green Shield Canada,2018,Q1,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Green Shield Canada,2018,Q1,Investment Income,Investment Operations,Realized Gains (Losses),3690
17,Green Shield Canada,2018,Q1,Investment Costs,Investment Operations,Expenses,443
18,Green Shield Canada,2018,Q1,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,783
19,Green Shield Canada,2018,Q1,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Green Shield Canada,2018,Q1,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Green Shield Canada,2018,Q1,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Green Shield Canada,2018,Q1,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,0
23,Green Shield Canada,2018,Q1,Other Revenue,Other Revenue/Expenses,Other Revenues,0
24,Green Shield Canada,2018,Q1,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Green Shield Canada,2018,Q1,Other Costs,Other Revenue/Expenses,Other Expenses,0
26,Green Shield Canada,2018,Q1,Tax,Tax,Current,0
27,Green Shield Canada,2018,Q1,Tax,Tax,Deferred,0
28,Green Shield Canada,2018,Q1,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Green Shield Canada,2018,Q1,Equity Holders,Equity Breakdown,Equity Holders,3109
0,Green Shield Canada,2018,Q2,Revenue,Premiums Written,Direct,140672
1,Green Shield Canada,2018,Q2,Revenue,Premiums Written,Reinsurance Assumed,0
2,Green Shield Canada,2018,Q2,Cost,Premiums Written,Reinsurance Ceded,3772
3,Green Shield Canada,2018,Q2,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,0
4,Green Shield Canada,2018,Q2,Revenue,Net Premiums Earned,Service Charges ,0
5,Green Shield Canada,2018,Q2,Revenue,Net Premiums Earned,Other ,1554
6,Green Shield Canada,2018,Q2,Cost,Gross Claims,Gross Claims and Adjustment Expenses,115541
7,Green Shield Canada,2018,Q2,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,2152
8,Green Shield Canada,2018,Q2,Cost,Acquisition Expenses,Gross Commissions,4177
9,Green Shield Canada,2018,Q2,Revenue,Acquisition Expenses,Ceded Commissions,0
10,Green Shield Canada,2018,Q2,Cost,Acquisition Expenses,Taxes,2370
11,Green Shield Canada,2018,Q2,Cost,Acquisition Expenses,Other ,0
12,Green Shield Canada,2018,Q2,Cost,General Expenses,General Expenses ,14301
13,Green Shield Canada,2018,Q2,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Green Shield Canada,2018,Q2,Investment Income,Investment Operations,Income,3285
15,Green Shield Canada,2018,Q2,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Green Shield Canada,2018,Q2,Investment Income,Investment Operations,Realized Gains (Losses),8285
17,Green Shield Canada,2018,Q2,Investment Costs,Investment Operations,Expenses,641
18,Green Shield Canada,2018,Q2,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,728
19,Green Shield Canada,2018,Q2,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Green Shield Canada,2018,Q2,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Green Shield Canada,2018,Q2,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Green Shield Canada,2018,Q2,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,0
23,Green Shield Canada,2018,Q2,Other Revenue,Other Revenue/Expenses,Other Revenues,0
24,Green Shield Canada,2018,Q2,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Green Shield Canada,2018,Q2,Other Costs,Other Revenue/Expenses,Other Expenses,0
26,Green Shield Canada,2018,Q2,Tax,Tax,Current,0
27,Green Shield Canada,2018,Q2,Tax,Tax,Deferred,0
28,Green Shield Canada,2018,Q2,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Green Shield Canada,2018,Q2,Equity Holders,Equity Breakdown,Equity Holders,5092
0,Green Shield Canada,2018,Q3,Revenue,Premiums Written,Direct,278854
1,Green Shield Canada,2018,Q3,Revenue,Premiums Written,Reinsurance Assumed,0
2,Green Shield Canada,2018,Q3,Cost,Premiums Written,Reinsurance Ceded,7891
3,Green Shield Canada,2018,Q3,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,0
4,Green Shield Canada,2018,Q3,Revenue,Net Premiums Earned,Service Charges ,0
5,Green Shield Canada,2018,Q3,Revenue,Net Premiums Earned,Other ,7138
6,Green Shield Canada,2018,Q3,Cost,Gross Claims,Gross Claims and Adjustment Expenses,230937
7,Green Shield Canada,2018,Q3,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,10788
8,Green Shield Canada,2018,Q3,Cost,Acquisition Expenses,Gross Commissions,7965
9,Green Shield Canada,2018,Q3,Revenue,Acquisition Expenses,Ceded Commissions,0
10,Green Shield Canada,2018,Q3,Cost,Acquisition Expenses,Taxes,4862
11,Green Shield Canada,2018,Q3,Cost,Acquisition Expenses,Other ,0
12,Green Shield Canada,2018,Q3,Cost,General Expenses,General Expenses ,28598
13,Green Shield Canada,2018,Q3,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Green Shield Canada,2018,Q3,Investment Income,Investment Operations,Income,6247
15,Green Shield Canada,2018,Q3,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Green Shield Canada,2018,Q3,Investment Income,Investment Operations,Realized Gains (Losses),3886
17,Green Shield Canada,2018,Q3,Investment Costs,Investment Operations,Expenses,1053
18,Green Shield Canada,2018,Q3,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,4409
19,Green Shield Canada,2018,Q3,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Green Shield Canada,2018,Q3,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Green Shield Canada,2018,Q3,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Green Shield Canada,2018,Q3,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,0
23,Green Shield Canada,2018,Q3,Other Revenue,Other Revenue/Expenses,Other Revenues,0
24,Green Shield Canada,2018,Q3,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Green Shield Canada,2018,Q3,Other Costs,Other Revenue/Expenses,Other Expenses,0
26,Green Shield Canada,2018,Q3,Tax,Tax,Current,0
27,Green Shield Canada,2018,Q3,Tax,Tax,Deferred,0
28,Green Shield Canada,2018,Q3,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Green Shield Canada,2018,Q3,Equity Holders,Equity Breakdown,Equity Holders,13140
0,Green Shield Canada,2018,Q4,Revenue,Premiums Written,Direct,285223
1,Green Shield Canada,2018,Q4,Revenue,Premiums Written,Reinsurance Assumed,0
2,Green Shield Canada,2018,Q4,Cost,Premiums Written,Reinsurance Ceded,7916
3,Green Shield Canada,2018,Q4,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,0
4,Green Shield Canada,2018,Q4,Revenue,Net Premiums Earned,Service Charges ,0
5,Green Shield Canada,2018,Q4,Revenue,Net Premiums Earned,Other ,6059
6,Green Shield Canada,2018,Q4,Cost,Gross Claims,Gross Claims and Adjustment Expenses,227291
7,Green Shield Canada,2018,Q4,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,6139
8,Green Shield Canada,2018,Q4,Cost,Acquisition Expenses,Gross Commissions,7931
9,Green Shield Canada,2018,Q4,Revenue,Acquisition Expenses,Ceded Commissions,0
10,Green Shield Canada,2018,Q4,Cost,Acquisition Expenses,Taxes,5208
11,Green Shield Canada,2018,Q4,Cost,Acquisition Expenses,Other ,0
12,Green Shield Canada,2018,Q4,Cost,General Expenses,General Expenses ,31658
13,Green Shield Canada,2018,Q4,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Green Shield Canada,2018,Q4,Investment Income,Investment Operations,Income,20441
15,Green Shield Canada,2018,Q4,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Green Shield Canada,2018,Q4,Investment Income,Investment Operations,Realized Gains (Losses),13974
17,Green Shield Canada,2018,Q4,Investment Costs,Investment Operations,Expenses,1315
18,Green Shield Canada,2018,Q4,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,1759
19,Green Shield Canada,2018,Q4,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Green Shield Canada,2018,Q4,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Green Shield Canada,2018,Q4,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Green Shield Canada,2018,Q4,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,0
23,Green Shield Canada,2018,Q4,Other Revenue,Other Revenue/Expenses,Other Revenues,0
24,Green Shield Canada,2018,Q4,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Green Shield Canada,2018,Q4,Other Costs,Other Revenue/Expenses,Other Expenses,0
26,Green Shield Canada,2018,Q4,Tax,Tax,Current,0
