,Company,Year,Quarter,Assets L1,Assets L2,Value
24,Heartland Farm Mutual Inc.,2018,Q3,Current Tax Assets,Current Tax Assets,0
25,Heartland Farm Mutual Inc.,2018,Q3,Deferred Tax Assets,Deferred Tax Assets,292
26,Heartland Farm Mutual Inc.,2018,Q3,Goodwill,Goodwill,0
27,Heartland Farm Mutual Inc.,2018,Q3,Intangible Assets,Intangible Assets,169
28,Heartland Farm Mutual Inc.,2018,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,Heartland Farm Mutual Inc.,2018,Q3,Other Assets ,Other Assets ,0
0,Heartland Farm Mutual Inc.,2018,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,"25,414"
1,Heartland Farm Mutual Inc.,2018,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,507
2,Heartland Farm Mutual Inc.,2018,Q2,Assets held for sale,Assets held for sale,0
3,Heartland Farm Mutual Inc.,2018,Q2,Investments,Short Term Investments,0
4,Heartland Farm Mutual Inc.,2018,Q2,Investments,Bonds and Debentures,"105,371"
5,Heartland Farm Mutual Inc.,2018,Q2,Investments,Mortgage Loans,0
6,Heartland Farm Mutual Inc.,2018,Q2,Investments,Preferred Shares,0
7,Heartland Farm Mutual Inc.,2018,Q2,Investments,Common Shares,"63,563"
8,Heartland Farm Mutual Inc.,2018,Q2,Investments,Investment Properties,480
9,Heartland Farm Mutual Inc.,2018,Q2,Investments,Other Loans and Invested Assets,0
10,Heartland Farm Mutual Inc.,2018,Q2,Receivables,Unaffiliated Agents and Brokers,"5,807"
11,Heartland Farm Mutual Inc.,2018,Q2,Receivables,Policyholders,0
12,Heartland Farm Mutual Inc.,2018,Q2,Receivables,Instalment Premiums,"26,517"
13,Heartland Farm Mutual Inc.,2018,Q2,Receivables,Other Insurers,"1,153"
14,Heartland Farm Mutual Inc.,2018,Q2,Receivables,"Facility Association and the ""P.R.R."" ",106
15,Heartland Farm Mutual Inc.,2018,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures",0
16,Heartland Farm Mutual Inc.,2018,Q2,Receivables,Other Receivables,"3,924"
17,Heartland Farm Mutual Inc.,2018,Q2,Receivables from Reinsurers,Unearned Premiums,"1,020"
18,Heartland Farm Mutual Inc.,2018,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"24,747"
19,Heartland Farm Mutual Inc.,2018,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,Heartland Farm Mutual Inc.,2018,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,Heartland Farm Mutual Inc.,2018,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,Heartland Farm Mutual Inc.,2018,Q2,Property and Equipment,Property and Equipment,"8,281"
23,Heartland Farm Mutual Inc.,2018,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"14,607"
24,Heartland Farm Mutual Inc.,2018,Q2,Current Tax Assets,Current Tax Assets,0
25,Heartland Farm Mutual Inc.,2018,Q2,Deferred Tax Assets,Deferred Tax Assets,292
26,Heartland Farm Mutual Inc.,2018,Q2,Goodwill,Goodwill,0
27,Heartland Farm Mutual Inc.,2018,Q2,Intangible Assets,Intangible Assets,207
28,Heartland Farm Mutual Inc.,2018,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,Heartland Farm Mutual Inc.,2018,Q2,Other Assets ,Other Assets ,0
0,Heartland Farm Mutual Inc.,2018,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,"17,933"
1,Heartland Farm Mutual Inc.,2018,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,812
2,Heartland Farm Mutual Inc.,2018,Q1,Assets held for sale,Assets held for sale,0
3,Heartland Farm Mutual Inc.,2018,Q1,Investments,Short Term Investments,0
4,Heartland Farm Mutual Inc.,2018,Q1,Investments,Bonds and Debentures,"105,539"
5,Heartland Farm Mutual Inc.,2018,Q1,Investments,Mortgage Loans,0
6,Heartland Farm Mutual Inc.,2018,Q1,Investments,Preferred Shares,0
7,Heartland Farm Mutual Inc.,2018,Q1,Investments,Common Shares,"60,234"
8,Heartland Farm Mutual Inc.,2018,Q1,Investments,Investment Properties,480
9,Heartland Farm Mutual Inc.,2018,Q1,Investments,Other Loans and Invested Assets,0
10,Heartland Farm Mutual Inc.,2018,Q1,Receivables,Unaffiliated Agents and Brokers,"4,934"
11,Heartland Farm Mutual Inc.,2018,Q1,Receivables,Policyholders,0
12,Heartland Farm Mutual Inc.,2018,Q1,Receivables,Instalment Premiums,"23,217"
13,Heartland Farm Mutual Inc.,2018,Q1,Receivables,Other Insurers,"1,330"
14,Heartland Farm Mutual Inc.,2018,Q1,Receivables,"Facility Association and the ""P.R.R."" ",150
15,Heartland Farm Mutual Inc.,2018,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures",0
16,Heartland Farm Mutual Inc.,2018,Q1,Receivables,Other Receivables,"4,410"
17,Heartland Farm Mutual Inc.,2018,Q1,Receivables from Reinsurers,Unearned Premiums,773
18,Heartland Farm Mutual Inc.,2018,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"21,601"
19,Heartland Farm Mutual Inc.,2018,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,Heartland Farm Mutual Inc.,2018,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,Heartland Farm Mutual Inc.,2018,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,Heartland Farm Mutual Inc.,2018,Q1,Property and Equipment,Property and Equipment,"8,420"
23,Heartland Farm Mutual Inc.,2018,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"13,356"
24,Heartland Farm Mutual Inc.,2018,Q1,Current Tax Assets,Current Tax Assets,0
25,Heartland Farm Mutual Inc.,2018,Q1,Deferred Tax Assets,Deferred Tax Assets,292
26,Heartland Farm Mutual Inc.,2018,Q1,Goodwill,Goodwill,0
27,Heartland Farm Mutual Inc.,2018,Q1,Intangible Assets,Intangible Assets,451
28,Heartland Farm Mutual Inc.,2018,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,Heartland Farm Mutual Inc.,2018,Q1,Other Assets ,Other Assets ,0
0,Heartland Farm Mutual Inc.,2017,Q4,Cash and Cash Equivalents,Cash and Cash Equivalents,"13,759"
1,Heartland Farm Mutual Inc.,2017,Q4,Investment Income Due and Accrued,Investment Income Due and Accrued,518
2,Heartland Farm Mutual Inc.,2017,Q4,Assets held for sale,Assets held for sale,0
3,Heartland Farm Mutual Inc.,2017,Q4,Investments,Short Term Investments,0
4,Heartland Farm Mutual Inc.,2017,Q4,Investments,Bonds and Debentures,"104,039"
5,Heartland Farm Mutual Inc.,2017,Q4,Investments,Mortgage Loans,0
6,Heartland Farm Mutual Inc.,2017,Q4,Investments,Preferred Shares,0
7,Heartland Farm Mutual Inc.,2017,Q4,Investments,Common Shares,"69,654"
8,Heartland Farm Mutual Inc.,2017,Q4,Investments,Investment Properties,480
9,Heartland Farm Mutual Inc.,2017,Q4,Investments,Other Loans and Invested Assets,0
10,Heartland Farm Mutual Inc.,2017,Q4,Receivables,Unaffiliated Agents and Brokers,"4,486"
11,Heartland Farm Mutual Inc.,2017,Q4,Receivables,Policyholders,0
12,Heartland Farm Mutual Inc.,2017,Q4,Receivables,Instalment Premiums,"25,332"
13,Heartland Farm Mutual Inc.,2017,Q4,Receivables,Other Insurers,"2,829"
14,Heartland Farm Mutual Inc.,2017,Q4,Receivables,"Facility Association and the ""P.R.R."" ",112
15,Heartland Farm Mutual Inc.,2017,Q4,Receivables,"Subsidiaries, Associates & Joint Ventures",0
16,Heartland Farm Mutual Inc.,2017,Q4,Receivables,Other Receivables,626
17,Heartland Farm Mutual Inc.,2017,Q4,Receivables from Reinsurers,Unearned Premiums,534
18,Heartland Farm Mutual Inc.,2017,Q4,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"22,292"
19,Heartland Farm Mutual Inc.,2017,Q4,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,Heartland Farm Mutual Inc.,2017,Q4,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,Heartland Farm Mutual Inc.,2017,Q4,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,Heartland Farm Mutual Inc.,2017,Q4,Property and Equipment,Property and Equipment,"8,298"
23,Heartland Farm Mutual Inc.,2017,Q4,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"14,099"
24,Heartland Farm Mutual Inc.,2017,Q4,Current Tax Assets,Current Tax Assets,"2,045"
25,Heartland Farm Mutual Inc.,2017,Q4,Deferred Tax Assets,Deferred Tax Assets,292
26,Heartland Farm Mutual Inc.,2017,Q4,Goodwill,Goodwill,0
27,Heartland Farm Mutual Inc.,2017,Q4,Intangible Assets,Intangible Assets,283
28,Heartland Farm Mutual Inc.,2017,Q4,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,Heartland Farm Mutual Inc.,2017,Q4,Other Assets ,Other Assets ,0
0,Heartland Farm Mutual Inc.,2017,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,"11,923"
1,Heartland Farm Mutual Inc.,2017,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,800
2,Heartland Farm Mutual Inc.,2017,Q3,Assets held for sale,Assets held for sale,0
3,Heartland Farm Mutual Inc.,2017,Q3,Investments,Short Term Investments,0
4,Heartland Farm Mutual Inc.,2017,Q3,Investments,Bonds and Debentures,"103,885"
5,Heartland Farm Mutual Inc.,2017,Q3,Investments,Mortgage Loans,0
6,Heartland Farm Mutual Inc.,2017,Q3,Investments,Preferred Shares,0
7,Heartland Farm Mutual Inc.,2017,Q3,Investments,Common Shares,"65,619"
8,Heartland Farm Mutual Inc.,2017,Q3,Investments,Investment Properties,480
9,Heartland Farm Mutual Inc.,2017,Q3,Investments,Other Loans and Invested Assets,121
10,Heartland Farm Mutual Inc.,2017,Q3,Receivables,Unaffiliated Agents and Brokers,"4,579"
11,Heartland Farm Mutual Inc.,2017,Q3,Receivables,Policyholders,0
12,Heartland Farm Mutual Inc.,2017,Q3,Receivables,Instalment Premiums,"25,704"
13,Heartland Farm Mutual Inc.,2017,Q3,Receivables,Other Insurers,"3,917"
14,Heartland Farm Mutual Inc.,2017,Q3,Receivables,"Facility Association and the ""P.R.R."" ",168
15,Heartland Farm Mutual Inc.,2017,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures",0
16,Heartland Farm Mutual Inc.,2017,Q3,Receivables,Other Receivables,"3,354"
17,Heartland Farm Mutual Inc.,2017,Q3,Receivables from Reinsurers,Unearned Premiums,541
18,Heartland Farm Mutual Inc.,2017,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"24,600"
19,Heartland Farm Mutual Inc.,2017,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,Heartland Farm Mutual Inc.,2017,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,Heartland Farm Mutual Inc.,2017,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,Heartland Farm Mutual Inc.,2017,Q3,Property and Equipment,Property and Equipment,"8,470"
23,Heartland Farm Mutual Inc.,2017,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"15,637"
24,Heartland Farm Mutual Inc.,2017,Q3,Current Tax Assets,Current Tax Assets,0
25,Heartland Farm Mutual Inc.,2017,Q3,Deferred Tax Assets,Deferred Tax Assets,213
26,Heartland Farm Mutual Inc.,2017,Q3,Goodwill,Goodwill,0
27,Heartland Farm Mutual Inc.,2017,Q3,Intangible Assets,Intangible Assets,"1,630"
28,Heartland Farm Mutual Inc.,2017,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,Heartland Farm Mutual Inc.,2017,Q3,Other Assets ,Other Assets ,0
0,Heartland Farm Mutual Inc.,2017,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,"13,526"
1,Heartland Farm Mutual Inc.,2017,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,508
2,Heartland Farm Mutual Inc.,2017,Q2,Assets held for sale,Assets held for sale,0
3,Heartland Farm Mutual Inc.,2017,Q2,Investments,Short Term Investments,0
4,Heartland Farm Mutual Inc.,2017,Q2,Investments,Bonds and Debentures,"105,484"
5,Heartland Farm Mutual Inc.,2017,Q2,Investments,Mortgage Loans,0
6,Heartland Farm Mutual Inc.,2017,Q2,Investments,Preferred Shares,0
7,Heartland Farm Mutual Inc.,2017,Q2,Investments,Common Shares,"62,625"
8,Heartland Farm Mutual Inc.,2017,Q2,Investments,Investment Properties,480
9,Heartland Farm Mutual Inc.,2017,Q2,Investments,Other Loans and Invested Assets,157
10,Heartland Farm Mutual Inc.,2017,Q2,Receivables,Unaffiliated Agents and Brokers,"5,674"
11,Heartland Farm Mutual Inc.,2017,Q2,Receivables,Policyholders,0
12,Heartland Farm Mutual Inc.,2017,Q2,Receivables,Instalment Premiums,"24,446"
13,Heartland Farm Mutual Inc.,2017,Q2,Receivables,Other Insurers,"1,535"
14,Heartland Farm Mutual Inc.,2017,Q2,Receivables,"Facility Association and the ""P.R.R."" ",165
15,Heartland Farm Mutual Inc.,2017,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures",0
16,Heartland Farm Mutual Inc.,2017,Q2,Receivables,Other Receivables,4
17,Heartland Farm Mutual Inc.,2017,Q2,Receivables from Reinsurers,Unearned Premiums,403
18,Heartland Farm Mutual Inc.,2017,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"19,770"
19,Heartland Farm Mutual Inc.,2017,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,Heartland Farm Mutual Inc.,2017,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,Heartland Farm Mutual Inc.,2017,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,Heartland Farm Mutual Inc.,2017,Q2,Property and Equipment,Property and Equipment,"8,782"
23,Heartland Farm Mutual Inc.,2017,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"15,323"
24,Heartland Farm Mutual Inc.,2017,Q2,Current Tax Assets,Current Tax Assets,0
25,Heartland Farm Mutual Inc.,2017,Q2,Deferred Tax Assets,Deferred Tax Assets,212
26,Heartland Farm Mutual Inc.,2017,Q2,Goodwill,Goodwill,0
27,Heartland Farm Mutual Inc.,2017,Q2,Intangible Assets,Intangible Assets,"2,049"
28,Heartland Farm Mutual Inc.,2017,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,Heartland Farm Mutual Inc.,2017,Q2,Other Assets ,Other Assets ,0
0,Heartland Farm Mutual Inc.,2017,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,"23,615"
1,Heartland Farm Mutual Inc.,2017,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,900
2,Heartland Farm Mutual Inc.,2017,Q1,Assets held for sale,Assets held for sale,0
3,Heartland Farm Mutual Inc.,2017,Q1,Investments,Short Term Investments,0
4,Heartland Farm Mutual Inc.,2017,Q1,Investments,Bonds and Debentures,"104,725"
5,Heartland Farm Mutual Inc.,2017,Q1,Investments,Mortgage Loans,0
6,Heartland Farm Mutual Inc.,2017,Q1,Investments,Preferred Shares,0
7,Heartland Farm Mutual Inc.,2017,Q1,Investments,Common Shares,"53,598"
8,Heartland Farm Mutual Inc.,2017,Q1,Investments,Investment Properties,480
9,Heartland Farm Mutual Inc.,2017,Q1,Investments,Other Loans and Invested Assets,192
10,Heartland Farm Mutual Inc.,2017,Q1,Receivables,Unaffiliated Agents and Brokers,"4,419"
11,Heartland Farm Mutual Inc.,2017,Q1,Receivables,Policyholders,0
12,Heartland Farm Mutual Inc.,2017,Q1,Receivables,Instalment Premiums,"22,053"
13,Heartland Farm Mutual Inc.,2017,Q1,Receivables,Other Insurers,"2,188"
14,Heartland Farm Mutual Inc.,2017,Q1,Receivables,"Facility Association and the ""P.R.R."" ",121
15,Heartland Farm Mutual Inc.,2017,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures",0
16,Heartland Farm Mutual Inc.,2017,Q1,Receivables,Other Receivables,671
17,Heartland Farm Mutual Inc.,2017,Q1,Receivables from Reinsurers,Unearned Premiums,402
18,Heartland Farm Mutual Inc.,2017,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"19,748"
19,Heartland Farm Mutual Inc.,2017,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,Heartland Farm Mutual Inc.,2017,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,Heartland Farm Mutual Inc.,2017,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,Heartland Farm Mutual Inc.,2017,Q1,Property and Equipment,Property and Equipment,"8,492"
23,Heartland Farm Mutual Inc.,2017,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"14,567"
24,Heartland Farm Mutual Inc.,2017,Q1,Current Tax Assets,Current Tax Assets,0
25,Heartland Farm Mutual Inc.,2017,Q1,Deferred Tax Assets,Deferred Tax Assets,212
26,Heartland Farm Mutual Inc.,2017,Q1,Goodwill,Goodwill,0
27,Heartland Farm Mutual Inc.,2017,Q1,Intangible Assets,Intangible Assets,"1,430"
28,Heartland Farm Mutual Inc.,2017,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,Heartland Farm Mutual Inc.,2017,Q1,Other Assets ,Other Assets ,0
0,Intact Insurance Company,2020,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,"132,319"
1,Intact Insurance Company,2020,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,"2,946"
2,Intact Insurance Company,2020,Q3,Assets held for sale,Assets held for sale,0
3,Intact Insurance Company,2020,Q3,Investments,Short Term Investments,"18,984"
4,Intact Insurance Company,2020,Q3,Investments,Bonds and Debentures,"777,010"
5,Intact Insurance Company,2020,Q3,Investments,Mortgage Loans,0
6,Intact Insurance Company,2020,Q3,Investments,Preferred Shares,"170,561"
7,Intact Insurance Company,2020,Q3,Investments,Common Shares,"11,073"
8,Intact Insurance Company,2020,Q3,Investments,Investment Properties,0
9,Intact Insurance Company,2020,Q3,Investments,Other Loans and Invested Assets,"8,201,566"
10,Intact Insurance Company,2020,Q3,Receivables,Unaffiliated Agents and Brokers,"268,955"
11,Intact Insurance Company,2020,Q3,Receivables,Policyholders,0
12,Intact Insurance Company,2020,Q3,Receivables,Instalment Premiums,"2,239,604"
13,Intact Insurance Company,2020,Q3,Receivables,Other Insurers,"58,044"
14,Intact Insurance Company,2020,Q3,Receivables,"Facility Association and the ""P.R.R."" ","122,862"
15,Intact Insurance Company,2020,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures","65,804"
16,Intact Insurance Company,2020,Q3,Receivables,Other Receivables,"54,604"
17,Intact Insurance Company,2020,Q3,Receivables from Reinsurers,Unearned Premiums,"1,024,386"
18,Intact Insurance Company,2020,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"2,744,049"
19,Intact Insurance Company,2020,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,"37,887"
20,Intact Insurance Company,2020,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures","5,290"
21,Intact Insurance Company,2020,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,Intact Insurance Company,2020,Q3,Property and Equipment,Property and Equipment,"152,903"
23,Intact Insurance Company,2020,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"915,172"
24,Intact Insurance Company,2020,Q3,Current Tax Assets,Current Tax Assets,"3,689"
25,Intact Insurance Company,2020,Q3,Deferred Tax Assets,Deferred Tax Assets,"16,988"
26,Intact Insurance Company,2020,Q3,Goodwill,Goodwill,"739,223"
27,Intact Insurance Company,2020,Q3,Intangible Assets,Intangible Assets,"1,007,521"
28,Intact Insurance Company,2020,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,Intact Insurance Company,2020,Q3,Other Assets ,Other Assets ,"25,130"
0,Intact Insurance Company,2020,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,"198,306"
1,Intact Insurance Company,2020,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,"2,457"
