Company,Year,Quarter,Assets L1,Assets L2,Value
Novex Insurance Company,2017,Q4,Deferred Tax Assets,Deferred Tax Assets,2257
Novex Insurance Company,2017,Q4,Goodwill,Goodwill,24305
Novex Insurance Company,2017,Q4,Intangible Assets,Intangible Assets,12782
Novex Insurance Company,2017,Q4,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
Novex Insurance Company,2017,Q4,Other Assets ,Other Assets ,192
Novex Insurance Company,2017,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,11524
Novex Insurance Company,2017,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,0
Novex Insurance Company,2017,Q3,Assets held for sale,Assets held for sale,0
Novex Insurance Company,2017,Q3,Investments,Short Term Investments,0
Novex Insurance Company,2017,Q3,Investments,Bonds and Debentures,0
Novex Insurance Company,2017,Q3,Investments,Mortgage Loans,0
Novex Insurance Company,2017,Q3,Investments,Preferred Shares,16
Novex Insurance Company,2017,Q3,Investments,Common Shares,0
Novex Insurance Company,2017,Q3,Investments,Investment Properties,206
Novex Insurance Company,2017,Q3,Investments,Other Loans and Invested Assets,598210
Novex Insurance Company,2017,Q3,Receivables,Unaffiliated Agents and Brokers,4349
Novex Insurance Company,2017,Q3,Receivables,Policyholders,0
Novex Insurance Company,2017,Q3,Receivables,Instalment Premiums,167322
Novex Insurance Company,2017,Q3,Receivables,Other Insurers,5
Novex Insurance Company,2017,Q3,Receivables,"Facility Association and the ""P.R.R."" ",14600
Novex Insurance Company,2017,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures",9140
Novex Insurance Company,2017,Q3,Receivables,Other Receivables,3216
Novex Insurance Company,2017,Q3,Receivables from Reinsurers,Unearned Premiums,138772
Novex Insurance Company,2017,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,449439
Novex Insurance Company,2017,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Novex Insurance Company,2017,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Novex Insurance Company,2017,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
Novex Insurance Company,2017,Q3,Property and Equipment,Property and Equipment,0
Novex Insurance Company,2017,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,71992
Novex Insurance Company,2017,Q3,Current Tax Assets,Current Tax Assets,0
Novex Insurance Company,2017,Q3,Deferred Tax Assets,Deferred Tax Assets,2069
Novex Insurance Company,2017,Q3,Goodwill,Goodwill,24305
Novex Insurance Company,2017,Q3,Intangible Assets,Intangible Assets,13088
Novex Insurance Company,2017,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
Novex Insurance Company,2017,Q3,Other Assets ,Other Assets ,831
Novex Insurance Company,2017,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,2952
Novex Insurance Company,2017,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,0
Novex Insurance Company,2017,Q2,Assets held for sale,Assets held for sale,0
Novex Insurance Company,2017,Q2,Investments,Short Term Investments,0
Novex Insurance Company,2017,Q2,Investments,Bonds and Debentures,0
Novex Insurance Company,2017,Q2,Investments,Mortgage Loans,0
Novex Insurance Company,2017,Q2,Investments,Preferred Shares,16
Novex Insurance Company,2017,Q2,Investments,Common Shares,0
Novex Insurance Company,2017,Q2,Investments,Investment Properties,210
Novex Insurance Company,2017,Q2,Investments,Other Loans and Invested Assets,620607
Novex Insurance Company,2017,Q2,Receivables,Unaffiliated Agents and Brokers,4671
Novex Insurance Company,2017,Q2,Receivables,Policyholders,0
Novex Insurance Company,2017,Q2,Receivables,Instalment Premiums,159900
Novex Insurance Company,2017,Q2,Receivables,Other Insurers,0
Novex Insurance Company,2017,Q2,Receivables,"Facility Association and the ""P.R.R."" ",14083
Novex Insurance Company,2017,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures",8647
Novex Insurance Company,2017,Q2,Receivables,Other Receivables,3003
Novex Insurance Company,2017,Q2,Receivables from Reinsurers,Unearned Premiums,130978
Novex Insurance Company,2017,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,445736
Novex Insurance Company,2017,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Novex Insurance Company,2017,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Novex Insurance Company,2017,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
Novex Insurance Company,2017,Q2,Property and Equipment,Property and Equipment,0
Novex Insurance Company,2017,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,69660
Novex Insurance Company,2017,Q2,Current Tax Assets,Current Tax Assets,0
Novex Insurance Company,2017,Q2,Deferred Tax Assets,Deferred Tax Assets,1892
Novex Insurance Company,2017,Q2,Goodwill,Goodwill,24305
Novex Insurance Company,2017,Q2,Intangible Assets,Intangible Assets,13393
Novex Insurance Company,2017,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
Novex Insurance Company,2017,Q2,Other Assets ,Other Assets ,649
Novex Insurance Company,2017,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,918
Novex Insurance Company,2017,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,2
Novex Insurance Company,2017,Q1,Assets held for sale,Assets held for sale,0
Novex Insurance Company,2017,Q1,Investments,Short Term Investments,0
Novex Insurance Company,2017,Q1,Investments,Bonds and Debentures,0
Novex Insurance Company,2017,Q1,Investments,Mortgage Loans,0
Novex Insurance Company,2017,Q1,Investments,Preferred Shares,144
Novex Insurance Company,2017,Q1,Investments,Common Shares,0
Novex Insurance Company,2017,Q1,Investments,Investment Properties,213
Novex Insurance Company,2017,Q1,Investments,Other Loans and Invested Assets,618576
Novex Insurance Company,2017,Q1,Receivables,Unaffiliated Agents and Brokers,3599
Novex Insurance Company,2017,Q1,Receivables,Policyholders,0
Novex Insurance Company,2017,Q1,Receivables,Instalment Premiums,140752
Novex Insurance Company,2017,Q1,Receivables,Other Insurers,35
Novex Insurance Company,2017,Q1,Receivables,"Facility Association and the ""P.R.R."" ",14254
Novex Insurance Company,2017,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures",10804
Novex Insurance Company,2017,Q1,Receivables,Other Receivables,2783
Novex Insurance Company,2017,Q1,Receivables from Reinsurers,Unearned Premiums,116297
Novex Insurance Company,2017,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,449901
Novex Insurance Company,2017,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Novex Insurance Company,2017,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Novex Insurance Company,2017,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
Novex Insurance Company,2017,Q1,Property and Equipment,Property and Equipment,0
Novex Insurance Company,2017,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,62812
Novex Insurance Company,2017,Q1,Current Tax Assets,Current Tax Assets,0
Novex Insurance Company,2017,Q1,Deferred Tax Assets,Deferred Tax Assets,878
Novex Insurance Company,2017,Q1,Goodwill,Goodwill,24305
Novex Insurance Company,2017,Q1,Intangible Assets,Intangible Assets,13699
Novex Insurance Company,2017,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
Novex Insurance Company,2017,Q1,Other Assets ,Other Assets ,1063
Old Republic Insurance Company of Canada,2020,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,77619
Old Republic Insurance Company of Canada,2020,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,1744
Old Republic Insurance Company of Canada,2020,Q3,Assets held for sale,Assets held for sale,0
Old Republic Insurance Company of Canada,2020,Q3,Investments,Short Term Investments,35648
Old Republic Insurance Company of Canada,2020,Q3,Investments,Bonds and Debentures,261996
Old Republic Insurance Company of Canada,2020,Q3,Investments,Mortgage Loans,0
Old Republic Insurance Company of Canada,2020,Q3,Investments,Preferred Shares,0
Old Republic Insurance Company of Canada,2020,Q3,Investments,Common Shares,0
Old Republic Insurance Company of Canada,2020,Q3,Investments,Investment Properties,0
Old Republic Insurance Company of Canada,2020,Q3,Investments,Other Loans and Invested Assets,0
Old Republic Insurance Company of Canada,2020,Q3,Receivables,Unaffiliated Agents and Brokers,14102
Old Republic Insurance Company of Canada,2020,Q3,Receivables,Policyholders,0
Old Republic Insurance Company of Canada,2020,Q3,Receivables,Instalment Premiums,4350
Old Republic Insurance Company of Canada,2020,Q3,Receivables,Other Insurers,4774
Old Republic Insurance Company of Canada,2020,Q3,Receivables,"Facility Association and the ""P.R.R."" ",3203
Old Republic Insurance Company of Canada,2020,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures",1157
Old Republic Insurance Company of Canada,2020,Q3,Receivables,Other Receivables,1565
Old Republic Insurance Company of Canada,2020,Q3,Receivables from Reinsurers,Unearned Premiums,71337
Old Republic Insurance Company of Canada,2020,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,63896
Old Republic Insurance Company of Canada,2020,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,31237
Old Republic Insurance Company of Canada,2020,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Old Republic Insurance Company of Canada,2020,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
Old Republic Insurance Company of Canada,2020,Q3,Property and Equipment,Property and Equipment,4190
Old Republic Insurance Company of Canada,2020,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,12238
Old Republic Insurance Company of Canada,2020,Q3,Current Tax Assets,Current Tax Assets,1265
Old Republic Insurance Company of Canada,2020,Q3,Deferred Tax Assets,Deferred Tax Assets,1937
Old Republic Insurance Company of Canada,2020,Q3,Goodwill,Goodwill,0
Old Republic Insurance Company of Canada,2020,Q3,Intangible Assets,Intangible Assets,0
Old Republic Insurance Company of Canada,2020,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
Old Republic Insurance Company of Canada,2020,Q3,Other Assets ,Other Assets ,0
Old Republic Insurance Company of Canada,2020,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,72702
Old Republic Insurance Company of Canada,2020,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,1507
Old Republic Insurance Company of Canada,2020,Q2,Assets held for sale,Assets held for sale,0
Old Republic Insurance Company of Canada,2020,Q2,Investments,Short Term Investments,26689
Old Republic Insurance Company of Canada,2020,Q2,Investments,Bonds and Debentures,276270
Old Republic Insurance Company of Canada,2020,Q2,Investments,Mortgage Loans,0
Old Republic Insurance Company of Canada,2020,Q2,Investments,Preferred Shares,0
Old Republic Insurance Company of Canada,2020,Q2,Investments,Common Shares,0
Old Republic Insurance Company of Canada,2020,Q2,Investments,Investment Properties,0
Old Republic Insurance Company of Canada,2020,Q2,Investments,Other Loans and Invested Assets,0
Old Republic Insurance Company of Canada,2020,Q2,Receivables,Unaffiliated Agents and Brokers,14332
Old Republic Insurance Company of Canada,2020,Q2,Receivables,Policyholders,0
Old Republic Insurance Company of Canada,2020,Q2,Receivables,Instalment Premiums,5055
Old Republic Insurance Company of Canada,2020,Q2,Receivables,Other Insurers,4542
Old Republic Insurance Company of Canada,2020,Q2,Receivables,"Facility Association and the ""P.R.R."" ",2589
Old Republic Insurance Company of Canada,2020,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures",976
Old Republic Insurance Company of Canada,2020,Q2,Receivables,Other Receivables,1254
Old Republic Insurance Company of Canada,2020,Q2,Receivables from Reinsurers,Unearned Premiums,72799
Old Republic Insurance Company of Canada,2020,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,55756
Old Republic Insurance Company of Canada,2020,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,29781
Old Republic Insurance Company of Canada,2020,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Old Republic Insurance Company of Canada,2020,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
Old Republic Insurance Company of Canada,2020,Q2,Property and Equipment,Property and Equipment,4328
Old Republic Insurance Company of Canada,2020,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,16940
Old Republic Insurance Company of Canada,2020,Q2,Current Tax Assets,Current Tax Assets,0
Old Republic Insurance Company of Canada,2020,Q2,Deferred Tax Assets,Deferred Tax Assets,1905
Old Republic Insurance Company of Canada,2020,Q2,Goodwill,Goodwill,0
Old Republic Insurance Company of Canada,2020,Q2,Intangible Assets,Intangible Assets,0
Old Republic Insurance Company of Canada,2020,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
Old Republic Insurance Company of Canada,2020,Q2,Other Assets ,Other Assets ,0
Old Republic Insurance Company of Canada,2020,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,78474
Old Republic Insurance Company of Canada,2020,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,1917
Old Republic Insurance Company of Canada,2020,Q1,Assets held for sale,Assets held for sale,0
Old Republic Insurance Company of Canada,2020,Q1,Investments,Short Term Investments,22007
Old Republic Insurance Company of Canada,2020,Q1,Investments,Bonds and Debentures,273251
Old Republic Insurance Company of Canada,2020,Q1,Investments,Mortgage Loans,0
Old Republic Insurance Company of Canada,2020,Q1,Investments,Preferred Shares,0
Old Republic Insurance Company of Canada,2020,Q1,Investments,Common Shares,0
Old Republic Insurance Company of Canada,2020,Q1,Investments,Investment Properties,0
Old Republic Insurance Company of Canada,2020,Q1,Investments,Other Loans and Invested Assets,0
Old Republic Insurance Company of Canada,2020,Q1,Receivables,Unaffiliated Agents and Brokers,48699
Old Republic Insurance Company of Canada,2020,Q1,Receivables,Policyholders,0
Old Republic Insurance Company of Canada,2020,Q1,Receivables,Instalment Premiums,6622
Old Republic Insurance Company of Canada,2020,Q1,Receivables,Other Insurers,1148
Old Republic Insurance Company of Canada,2020,Q1,Receivables,"Facility Association and the ""P.R.R."" ",2334
Old Republic Insurance Company of Canada,2020,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures",1211
Old Republic Insurance Company of Canada,2020,Q1,Receivables,Other Receivables,1254
Old Republic Insurance Company of Canada,2020,Q1,Receivables from Reinsurers,Unearned Premiums,78010
Old Republic Insurance Company of Canada,2020,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,50999
Old Republic Insurance Company of Canada,2020,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,30414
Old Republic Insurance Company of Canada,2020,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
